Time (min)	Value (mAU)
2.228333	-0.062022
2.23	-0.063278
2.231667	-0.065346
2.233333	-0.068149
2.235	-0.070617
2.236667	-0.071724
2.238333	-0.071427
2.24	-0.070337
2.241667	-0.069168
2.243333	-0.068643
2.245	-0.069167
2.246667	-0.070412
2.248333	-0.071396
2.25	-0.071153
2.251667	-0.069565
2.253333	-0.067453
2.255	-0.065779
2.256667	-0.064933
2.258333	-0.064585
2.26	-0.063872
2.261667	-0.062002
2.263333	-0.059047
2.265	-0.056089
2.266667	-0.054334
2.268333	-0.054005
2.27	-0.054228
2.271667	-0.053953
2.273333	-0.05281
2.275	-0.05119
2.276667	-0.049756
2.278333	-0.049226
2.28	-0.050428
2.281667	-0.053784
2.283333	-0.058822
2.285	-0.064263
2.286667	-0.068479
2.288333	-0.070705
2.29	-0.071775
2.291667	-0.072845
2.293333	-0.073797
2.295	-0.073426
2.296667	-0.070918
2.298333	-0.066829
2.3	-0.062737
2.301667	-0.060377
2.303333	-0.060738
2.305	-0.06321
2.306667	-0.066035
2.308333	-0.068008
2.31	-0.069078
2.311667	-0.069367
2.313333	-0.068574
2.315	-0.066387
2.316667	-0.062875
2.318333	-0.058733
2.32	-0.055453
2.321667	-0.054567
2.323333	-0.056359
2.325	-0.059649
2.326667	-0.062814
2.328333	-0.064973
2.33	-0.066287
2.331667	-0.067251
2.333333	-0.068023
2.335	-0.068322
2.336667	-0.067803
2.338333	-0.066552
2.34	-0.064989
2.341667	-0.063504
2.343333	-0.062399
2.345	-0.061889
2.346667	-0.062144
2.348333	-0.063113
2.35	-0.064215
2.351667	-0.064984
2.353333	-0.06591
2.355	-0.067669
2.356667	-0.0701
2.358333	-0.072653
2.36	-0.074912
2.361667	-0.076371
2.363333	-0.076403
2.365	-0.074692
2.366667	-0.071915
2.368333	-0.06958
2.37	-0.068738
2.371667	-0.069391
2.373333	-0.070926
2.375	-0.072483
2.376667	-0.073138
2.378333	-0.072256
2.38	-0.069983
2.381667	-0.067458
2.383333	-0.066267
2.385	-0.067498
2.386667	-0.071183
2.388333	-0.075947
2.39	-0.079369
2.391667	-0.079846
2.393333	-0.07812
2.395	-0.076156
2.396667	-0.074901
2.398333	-0.073943
2.4	-0.072635
2.401667	-0.070541
2.403333	-0.067504
2.405	-0.064085
2.406667	-0.061524
2.408333	-0.061042
2.41	-0.06332
2.411667	-0.068125
2.413333	-0.074126
2.415	-0.079625
2.416667	-0.083336
2.418333	-0.084638
2.42	-0.083997
2.421667	-0.082726
2.423333	-0.081805
2.425	-0.081372
2.426667	-0.081319
2.428333	-0.081714
2.43	-0.082536
2.431667	-0.083357
2.433333	-0.083452
2.435	-0.082345
2.436667	-0.08044
2.438333	-0.078964
2.44	-0.078911
2.441667	-0.07998
2.443333	-0.080926
2.445	-0.080872
2.446667	-0.080044
2.448333	-0.079362
2.45	-0.079243
2.451667	-0.079287
2.453333	-0.079478
2.455	-0.08065
2.456667	-0.083382
2.458333	-0.087013
2.46	-0.089859
2.461667	-0.090095
2.463333	-0.086539
2.465	-0.07954
2.466667	-0.071476
2.468333	-0.065553
2.47	-0.063822
2.471667	-0.066406
2.473333	-0.071919
2.475	-0.078362
2.476667	-0.084008
2.478333	-0.087597
2.48	-0.088285
2.481667	-0.086276
2.483333	-0.083007
2.485	-0.079809
2.486667	-0.076937
2.488333	-0.074105
2.49	-0.071359
2.491667	-0.069114
2.493333	-0.067584
2.495	-0.066719
2.496667	-0.066223
2.498333	-0.06551
2.5	-0.064551
2.501667	-0.064031
2.503333	-0.064051
2.505	-0.06416
2.506667	-0.064618
2.508333	-0.06592
2.51	-0.067761
2.511667	-0.069634
2.513333	-0.071495
2.515	-0.073751
2.516667	-0.076999
2.518333	-0.081204
2.52	-0.085415
2.521667	-0.088588
2.523333	-0.090213
2.525	-0.090221
2.526667	-0.088835
2.528333	-0.086752
2.53	-0.084997
2.531667	-0.084157
2.533333	-0.083948
2.535	-0.083255
2.536667	-0.080751
2.538333	-0.076203
2.54	-0.070674
2.541667	-0.065641
2.543333	-0.062603
2.545	-0.062478
2.546667	-0.065025
2.548333	-0.069232
2.55	-0.073967
2.551667	-0.078333
2.553333	-0.082119
2.555	-0.086031
2.556667	-0.090841
2.558333	-0.096231
2.56	-0.100878
2.561667	-0.103288
2.563333	-0.102459
2.565	-0.098578
2.566667	-0.093034
2.568333	-0.087385
2.57	-0.082745
2.571667	-0.079734
2.573333	-0.078275
2.575	-0.077909
2.576667	-0.078576
2.578333	-0.080478
2.58	-0.083353
2.581667	-0.086501
2.583333	-0.089139
2.585	-0.0905
2.586667	-0.090113
2.588333	-0.08793
2.59	-0.083821
2.591667	-0.077676
2.593333	-0.070372
2.595	-0.063735
2.596667	-0.059382
2.598333	-0.057802
2.6	-0.058412
2.601667	-0.060432
2.603333	-0.062992
2.605	-0.064695
2.606667	-0.064616
2.608333	-0.063582
2.61	-0.063589
2.611667	-0.065828
2.613333	-0.06949
2.615	-0.072375
2.616667	-0.072643
2.618333	-0.070115
2.62	-0.066046
2.621667	-0.061953
2.623333	-0.058829
2.625	-0.057113
2.626667	-0.056854
2.628333	-0.057855
2.63	-0.059882
2.631667	-0.062738
2.633333	-0.066065
2.635	-0.069385
2.636667	-0.072266
2.638333	-0.074121
2.64	-0.074358
2.641667	-0.073127
2.643333	-0.071341
2.645	-0.069905
2.646667	-0.069482
2.648333	-0.070668
2.65	-0.073532
2.651667	-0.077236
2.653333	-0.080707
2.655	-0.083454
2.656667	-0.085476
2.658333	-0.086513
2.66	-0.086064
2.661667	-0.084395
2.663333	-0.082387
2.665	-0.080197
2.666667	-0.07733
2.668333	-0.074116
2.67	-0.071986
2.671667	-0.072115
2.673333	-0.074465
2.675	-0.077869
2.676667	-0.080877
2.678333	-0.083188
2.68	-0.085749
2.681667	-0.08909
2.683333	-0.092337
2.685	-0.09394
2.686667	-0.092939
2.688333	-0.089435
2.69	-0.084249
2.691667	-0.078534
2.693333	-0.073576
2.695	-0.070483
2.696667	-0.069599
2.698333	-0.070354
2.7	-0.071887
2.701667	-0.073688
2.703333	-0.075765
2.705	-0.078213
2.706667	-0.080531
2.708333	-0.081915
2.71	-0.08222
2.711667	-0.081801
2.713333	-0.080754
2.715	-0.079144
2.716667	-0.077448
2.718333	-0.076038
2.72	-0.074669
2.721667	-0.072749
2.723333	-0.069847
2.725	-0.065873
2.726667	-0.061149
2.728333	-0.056681
2.73	-0.053874
2.731667	-0.053271
2.733333	-0.054004
2.735	-0.054581
2.736667	-0.053613
2.738333	-0.050769
2.74	-0.047663
2.741667	-0.046561
2.743333	-0.048229
2.745	-0.051816
2.746667	-0.056013
2.748333	-0.059593
2.75	-0.061795
2.751667	-0.06279
2.753333	-0.063434
2.755	-0.064486
2.756667	-0.065995
2.758333	-0.067234
2.76	-0.06726
2.761667	-0.065844
2.763333	-0.063704
2.765	-0.06154
2.766667	-0.059375
2.768333	-0.057377
2.77	-0.056325
2.771667	-0.056666
2.773333	-0.057993
2.775	-0.059715
2.776667	-0.061476
2.778333	-0.062753
2.78	-0.062746
2.781667	-0.060936
2.783333	-0.057698
2.785	-0.054487
2.786667	-0.053169
2.788333	-0.054747
2.79	-0.058338
2.791667	-0.061526
2.793333	-0.062372
2.795	-0.060768
2.796667	-0.057725
2.798333	-0.054384
2.8	-0.051708
2.801667	-0.049972
2.803333	-0.048239
2.805	-0.045347
2.806667	-0.041632
2.808333	-0.038898
2.81	-0.038499
2.811667	-0.040076
2.813333	-0.04252
2.815	-0.04508
2.816667	-0.047096
2.818333	-0.047759
2.82	-0.046266
2.821667	-0.042306
2.823333	-0.036722
2.825	-0.030975
2.826667	-0.026344
2.828333	-0.024236
2.83	-0.025826
2.831667	-0.030634
2.833333	-0.036583
2.835	-0.041773
2.836667	-0.045447
2.838333	-0.047542
2.84	-0.048161
2.841667	-0.047524
2.843333	-0.046126
2.845	-0.044504
2.846667	-0.043064
2.848333	-0.042511
2.85	-0.043821
2.851667	-0.047471
2.853333	-0.052966
2.855	-0.058831
2.856667	-0.063083
2.858333	-0.06436
2.86	-0.062718
2.861667	-0.05917
2.863333	-0.054988
2.865	-0.051797
2.866667	-0.051249
2.868333	-0.053595
2.87	-0.057174
2.871667	-0.059908
2.873333	-0.060998
2.875	-0.060955
2.876667	-0.060314
2.878333	-0.058856
2.88	-0.056382
2.881667	-0.053839
2.883333	-0.052685
2.885	-0.053398
2.886667	-0.05549
2.888333	-0.057903
2.89	-0.059049
2.891667	-0.058146
2.893333	-0.055855
2.895	-0.052603
2.896667	-0.048243
2.898333	-0.043732
2.9	-0.041103
2.901667	-0.041447
2.903333	-0.043855
2.905	-0.046345
2.906667	-0.047358
2.908333	-0.046495
2.91	-0.044552
2.911667	-0.042957
2.913333	-0.042857
2.915	-0.044462
2.916667	-0.046756
2.918333	-0.047887
2.92	-0.046719
2.921667	-0.044019
2.923333	-0.041648
2.925	-0.041184
2.926667	-0.043421
2.928333	-0.047857
2.93	-0.052569
2.931667	-0.055573
2.933333	-0.056409
2.935	-0.056028
2.936667	-0.055686
2.938333	-0.056389
2.94	-0.058518
2.941667	-0.061453
2.943333	-0.063993
2.945	-0.065256
2.946667	-0.065324
2.948333	-0.065179
2.95	-0.065817
2.951667	-0.067459
2.953333	-0.069451
2.955	-0.070631
2.956667	-0.070299
2.958333	-0.068884
2.96	-0.067528
2.961667	-0.067414
2.963333	-0.069108
2.965	-0.072164
2.966667	-0.075385
2.968333	-0.077215
2.97	-0.076373
2.971667	-0.072733
2.973333	-0.067434
2.975	-0.062039
2.976667	-0.057956
2.978333	-0.056429
2.98	-0.058123
2.981667	-0.062401
2.983333	-0.067591
2.985	-0.072281
2.986667	-0.076099
2.988333	-0.079333
2.99	-0.082105
2.991667	-0.083934
2.993333	-0.084039
2.995	-0.081901
2.996667	-0.077628
2.998333	-0.07206
3	-0.06638
3.001667	-0.061633
3.003333	-0.058502
3.005	-0.057309
3.006667	-0.058142
3.008333	-0.060855
3.01	-0.064694
3.011667	-0.068235
3.013333	-0.070457
3.015	-0.071408
3.016667	-0.071213
3.018333	-0.069489
3.02	-0.066447
3.021667	-0.063545
3.023333	-0.062406
3.025	-0.063553
3.026667	-0.066116
3.028333	-0.068563
3.03	-0.070088
3.031667	-0.070782
3.033333	-0.070454
3.035	-0.068588
3.036667	-0.06528
3.038333	-0.061624
3.04	-0.059298
3.041667	-0.059535
3.043333	-0.062313
3.045	-0.066389
3.046667	-0.070348
3.048333	-0.073747
3.05	-0.076847
3.051667	-0.079658
3.053333	-0.08182
3.055	-0.082947
3.056667	-0.082857
3.058333	-0.081786
3.06	-0.080416
3.061667	-0.079449
3.063333	-0.079083
3.065	-0.078974
3.066667	-0.078848
3.068333	-0.07876
3.07	-0.078527
3.071667	-0.077782
3.073333	-0.076953
3.075	-0.077099
3.076667	-0.078359
3.078333	-0.079621
3.08	-0.080161
3.081667	-0.080555
3.083333	-0.081555
3.085	-0.082987
3.086667	-0.084359
3.088333	-0.085961
3.09	-0.088225
3.091667	-0.090311
3.093333	-0.090703
3.095	-0.088764
3.096667	-0.084796
3.098333	-0.079833
3.1	-0.076147
3.101667	-0.075885
3.103333	-0.078446
3.105	-0.080926
3.106667	-0.081007
3.108333	-0.07845
3.11	-0.074903
3.111667	-0.072905
3.113333	-0.074117
3.115	-0.078242
3.116667	-0.083603
3.118333	-0.08816
3.12	-0.09045
3.121667	-0.09037
3.123333	-0.088757
3.125	-0.086541
3.126667	-0.0846
3.128333	-0.083375
3.13	-0.082508
3.131667	-0.081658
3.133333	-0.081222
3.135	-0.081818
3.136667	-0.083565
3.138333	-0.086153
3.14	-0.089243
3.141667	-0.092546
3.143333	-0.095746
3.145	-0.098396
3.146667	-0.099872
3.148333	-0.100055
3.15	-0.099705
3.151667	-0.099657
3.153333	-0.100303
3.155	-0.101521
3.156667	-0.102406
3.158333	-0.101857
3.16	-0.099544
3.161667	-0.095967
3.163333	-0.092086
3.165	-0.089144
3.166667	-0.088061
3.168333	-0.088622
3.17	-0.089875
3.171667	-0.091127
3.173333	-0.092177
3.175	-0.093322
3.176667	-0.09516
3.178333	-0.097655
3.18	-0.0998
3.181667	-0.100583
3.183333	-0.099627
3.185	-0.096922
3.186667	-0.092796
3.188333	-0.088361
3.19	-0.085299
3.191667	-0.084752
3.193333	-0.086686
3.195	-0.090233
3.196667	-0.094062
3.198333	-0.096628
3.2	-0.096842
3.201667	-0.094768
3.203333	-0.091577
3.205	-0.088413
3.206667	-0.085195
3.208333	-0.081468
3.21	-0.078241
3.211667	-0.07736
3.213333	-0.079157
3.215	-0.082136
3.216667	-0.084796
3.218333	-0.086677
3.22	-0.088043
3.221667	-0.08927
3.223333	-0.090185
3.225	-0.089979
3.226667	-0.088178
3.228333	-0.085374
3.23	-0.082975
3.231667	-0.082516
3.233333	-0.084501
3.235	-0.087761
3.236667	-0.090677
3.238333	-0.092685
3.24	-0.094299
3.241667	-0.096214
3.243333	-0.098402
3.245	-0.100192
3.246667	-0.101341
3.248333	-0.102063
3.25	-0.102121
3.251667	-0.101092
3.253333	-0.099226
3.255	-0.097243
3.256667	-0.095665
3.258333	-0.094826
3.26	-0.095136
3.261667	-0.096813
3.263333	-0.099448
3.265	-0.102329
3.266667	-0.105255
3.268333	-0.108525
3.27	-0.111945
3.271667	-0.114425
3.273333	-0.114781
3.275	-0.112437
3.276667	-0.107559
3.278333	-0.101122
3.28	-0.094711
3.281667	-0.090045
3.283333	-0.088198
3.285	-0.088866
3.286667	-0.090657
3.288333	-0.092162
3.29	-0.092687
3.291667	-0.092155
3.293333	-0.090796
3.295	-0.089264
3.296667	-0.088867
3.298333	-0.090775
3.3	-0.094618
3.301667	-0.098765
3.303333	-0.102217
3.305	-0.10526
3.306667	-0.108451
3.308333	-0.111714
3.31	-0.114203
3.311667	-0.114939
3.313333	-0.113649
3.315	-0.111002
3.316667	-0.108282
3.318333	-0.106571
3.32	-0.105924
3.321667	-0.105452
3.323333	-0.104395
3.325	-0.103183
3.326667	-0.103119
3.328333	-0.104904
3.33	-0.107778
3.331667	-0.110204
3.333333	-0.111165
3.335	-0.11074
3.336667	-0.109613
3.338333	-0.108545
3.34	-0.108309
3.341667	-0.109191
3.343333	-0.110534
3.345	-0.111483
3.346667	-0.111661
3.348333	-0.110704
3.35	-0.108006
3.351667	-0.103688
3.353333	-0.099218
3.355	-0.096253
3.356667	-0.095342
3.358333	-0.096451
3.36	-0.099652
3.361667	-0.104337
3.363333	-0.108952
3.365	-0.112176
3.366667	-0.113752
3.368333	-0.114325
3.37	-0.114722
3.371667	-0.115237
3.373333	-0.115736
3.375	-0.116
3.376667	-0.115526
3.378333	-0.113755
3.38	-0.110831
3.381667	-0.107545
3.383333	-0.104706
3.385	-0.102856
3.386667	-0.102181
3.388333	-0.102522
3.39	-0.103617
3.391667	-0.105271
3.393333	-0.107152
3.395	-0.108711
3.396667	-0.109712
3.398333	-0.110191
3.4	-0.109782
3.401667	-0.108209
3.403333	-0.106185
3.405	-0.104873
3.406667	-0.104797
3.408333	-0.105558
3.41	-0.106403
3.411667	-0.106923
3.413333	-0.107078
3.415	-0.10682
3.416667	-0.105875
3.418333	-0.104152
3.42	-0.102367
3.421667	-0.101571
3.423333	-0.102093
3.425	-0.103402
3.426667	-0.104514
3.428333	-0.10438
3.43	-0.10263
3.431667	-0.100202
3.433333	-0.098806
3.435	-0.099458
3.436667	-0.101258
3.438333	-0.102092
3.44	-0.100886
3.441667	-0.098649
3.443333	-0.097411
3.445	-0.098472
3.446667	-0.10149
3.448333	-0.10485
3.45	-0.106625
3.451667	-0.105785
3.453333	-0.102629
3.455	-0.097778
3.456667	-0.091843
3.458333	-0.086306
3.46	-0.083213
3.461667	-0.083813
3.463333	-0.087942
3.465	-0.0942
3.466667	-0.100542
3.468333	-0.105433
3.47	-0.108793
3.471667	-0.111422
3.473333	-0.113684
3.475	-0.115183
3.476667	-0.115476
3.478333	-0.114644
3.48	-0.113018
3.481667	-0.110921
3.483333	-0.109104
3.485	-0.108514
3.486667	-0.109093
3.488333	-0.109778
3.49	-0.10972
3.491667	-0.108652
3.493333	-0.106632
3.495	-0.104016
3.496667	-0.101157
3.498333	-0.098379
3.5	-0.096593
3.501667	-0.097036
3.503333	-0.099818
3.505	-0.103267
3.506667	-0.105448
3.508333	-0.105838
3.51	-0.104766
3.511667	-0.102275
3.513333	-0.098823
3.515	-0.096202
3.516667	-0.096188
3.518333	-0.09845
3.52	-0.100818
3.521667	-0.101706
3.523333	-0.101373
3.525	-0.100967
3.526667	-0.101245
3.528333	-0.101689
3.53	-0.100937
3.531667	-0.098725
3.533333	-0.096499
3.535	-0.095885
3.536667	-0.097163
3.538333	-0.098997
3.54	-0.099668
3.541667	-0.098738
3.543333	-0.097181
3.545	-0.095892
3.546667	-0.094859
3.548333	-0.093843
3.55	-0.092996
3.551667	-0.092537
3.553333	-0.092207
3.555	-0.091575
3.556667	-0.090897
3.558333	-0.091121
3.56	-0.092987
3.561667	-0.096322
3.563333	-0.100093
3.565	-0.103111
3.566667	-0.105014
3.568333	-0.106698
3.57	-0.109228
3.571667	-0.112218
3.573333	-0.114412
3.575	-0.115547
3.576667	-0.116145
3.578333	-0.116354
3.58	-0.116137
3.581667	-0.115677
3.583333	-0.115243
3.585	-0.114966
3.586667	-0.114583
3.588333	-0.113307
3.59	-0.110541
3.591667	-0.107007
3.593333	-0.104301
3.595	-0.103235
3.596667	-0.103583
3.598333	-0.104962
3.6	-0.106954
3.601667	-0.109039
3.603333	-0.110809
3.605	-0.111798
3.606667	-0.111671
3.608333	-0.110836
3.61	-0.110224
3.611667	-0.110506
3.613333	-0.111776
3.615	-0.113708
3.616667	-0.115595
3.618333	-0.116402
3.62	-0.11537
3.621667	-0.112949
3.623333	-0.11082
3.625	-0.110215
3.626667	-0.110479
3.628333	-0.110215
3.63	-0.109134
3.631667	-0.107759
3.633333	-0.106204
3.635	-0.104163
3.636667	-0.101753
3.638333	-0.09996
3.64	-0.100153
3.641667	-0.102922
3.643333	-0.107355
3.645	-0.111439
3.646667	-0.113187
3.648333	-0.111728
3.65	-0.107574
3.651667	-0.102146
3.653333	-0.097078
3.655	-0.093513
3.656667	-0.091806
3.658333	-0.091913
3.66	-0.093798
3.661667	-0.097147
3.663333	-0.10102
3.665	-0.104289
3.666667	-0.106371
3.668333	-0.107398
3.67	-0.107755
3.671667	-0.107414
3.673333	-0.105808
3.675	-0.102662
3.676667	-0.098806
3.678333	-0.095683
3.68	-0.094208
3.681667	-0.09456
3.683333	-0.096626
3.685	-0.099949
3.686667	-0.10345
3.688333	-0.105908
3.69	-0.106994
3.691667	-0.107413
3.693333	-0.107999
3.695	-0.109046
3.696667	-0.110547
3.698333	-0.112754
3.7	-0.115958
3.701667	-0.11983
3.703333	-0.123392
3.705	-0.125533
3.706667	-0.125896
3.708333	-0.125169
3.71	-0.123864
3.711667	-0.12159
3.713333	-0.1179
3.715	-0.113112
3.716667	-0.108322
3.718333	-0.104816
3.72	-0.103238
3.721667	-0.103359
3.723333	-0.104586
3.725	-0.106415
3.726667	-0.10868
3.728333	-0.111651
3.73	-0.115345
3.731667	-0.118714
3.733333	-0.120298
3.735	-0.119631
3.736667	-0.117697
3.738333	-0.116124
3.74	-0.115969
3.741667	-0.117071
3.743333	-0.118464
3.745	-0.119327
3.746667	-0.119573
3.748333	-0.119843
3.75	-0.120958
3.751667	-0.123104
3.753333	-0.125523
3.755	-0.126948
3.756667	-0.126351
3.758333	-0.123784
3.76	-0.120516
3.761667	-0.117897
3.763333	-0.116171
3.765	-0.114738
3.766667	-0.113501
3.768333	-0.113482
3.77	-0.115503
3.771667	-0.118496
3.773333	-0.120098
3.775	-0.118887
3.776667	-0.115489
3.778333	-0.111875
3.78	-0.109981
3.781667	-0.110681
3.783333	-0.113628
3.785	-0.117711
3.786667	-0.121344
3.788333	-0.122874
3.79	-0.121538
3.791667	-0.118025
3.793333	-0.114124
3.795	-0.111689
3.796667	-0.111184
3.798333	-0.111438
3.8	-0.111406
3.801667	-0.111485
3.803333	-0.112443
3.805	-0.113866
3.806667	-0.114554
3.808333	-0.113797
3.81	-0.111801
3.811667	-0.109555
3.813333	-0.108516
3.815	-0.1098
3.816667	-0.113171
3.818333	-0.11718
3.82	-0.12054
3.821667	-0.122988
3.823333	-0.124837
3.825	-0.126271
3.826667	-0.127281
3.828333	-0.128114
3.83	-0.129202
3.831667	-0.130238
3.833333	-0.130048
3.835	-0.127872
3.836667	-0.124393
3.838333	-0.121311
3.84	-0.119769
3.841667	-0.119357
3.843333	-0.119252
3.845	-0.119646
3.846667	-0.120916
3.848333	-0.122196
3.85	-0.122273
3.851667	-0.121213
3.853333	-0.120064
3.855	-0.119757
3.856667	-0.120576
3.858333	-0.121722
3.86	-0.121722
3.861667	-0.120072
3.863333	-0.118034
3.865	-0.11727
3.866667	-0.118155
3.868333	-0.119822
3.87	-0.121615
3.871667	-0.12388
3.873333	-0.126906
3.875	-0.129918
3.876667	-0.132067
3.878333	-0.133386
3.88	-0.133857
3.881667	-0.13284
3.883333	-0.130045
3.885	-0.126109
3.886667	-0.122165
3.888333	-0.119282
3.89	-0.118073
3.891667	-0.118616
3.893333	-0.120691
3.895	-0.124085
3.896667	-0.128756
3.898333	-0.134549
3.9	-0.140555
3.901667	-0.144859
3.903333	-0.145503
3.905	-0.14237
3.906667	-0.137912
3.908333	-0.135054
3.91	-0.134259
3.911667	-0.133731
3.913333	-0.132196
3.915	-0.130024
3.916667	-0.127912
3.918333	-0.125722
3.92	-0.123055
3.921667	-0.12034
3.923333	-0.118575
3.925	-0.118002
3.926667	-0.117649
3.928333	-0.116457
3.93	-0.114479
3.931667	-0.112796
3.933333	-0.112277
3.935	-0.112713
3.936667	-0.113474
3.938333	-0.114476
3.94	-0.116117
3.941667	-0.118591
3.943333	-0.121274
3.945	-0.122966
3.946667	-0.12295
3.948333	-0.121639
3.95	-0.120196
3.951667	-0.119574
3.953333	-0.120024
3.955	-0.121434
3.956667	-0.123522
3.958333	-0.125535
3.96	-0.126561
3.961667	-0.126423
3.963333	-0.125669
3.965	-0.124798
3.966667	-0.124053
3.968333	-0.12359
3.97	-0.123107
3.971667	-0.121753
3.973333	-0.118849
3.975	-0.114409
3.976667	-0.109144
3.978333	-0.104469
3.98	-0.101992
3.981667	-0.102422
3.983333	-0.105339
3.985	-0.109695
3.986667	-0.113887
3.988333	-0.116415
3.99	-0.117247
3.991667	-0.117784
3.993333	-0.119199
3.995	-0.121297
3.996667	-0.123054
3.998333	-0.123851
4	-0.124051
4.001667	-0.1246
4.003333	-0.126149
4.005	-0.12854
4.006667	-0.130896
4.008333	-0.132126
4.01	-0.13158
4.011667	-0.129282
4.013333	-0.125533
4.015	-0.120774
4.016667	-0.115751
4.018333	-0.111428
4.02	-0.108807
4.021667	-0.108247
4.023333	-0.108949
4.025	-0.110231
4.026667	-0.112602
4.028333	-0.116247
4.03	-0.119575
4.031667	-0.120739
4.033333	-0.119754
4.035	-0.117719
4.036667	-0.115343
4.038333	-0.11326
4.04	-0.112185
4.041667	-0.112379
4.043333	-0.113621
4.045	-0.115409
4.046667	-0.117283
4.048333	-0.119207
4.05	-0.121188
4.051667	-0.122545
4.053333	-0.122397
4.055	-0.120994
4.056667	-0.119887
4.058333	-0.120348
4.06	-0.122092
4.061667	-0.124052
4.063333	-0.125597
4.065	-0.126567
4.066667	-0.127137
4.068333	-0.127814
4.07	-0.12905
4.071667	-0.130779
4.073333	-0.132315
4.075	-0.132758
4.076667	-0.131578
4.078333	-0.128888
4.08	-0.125729
4.081667	-0.123756
4.083333	-0.12384
4.085	-0.125737
4.086667	-0.129084
4.088333	-0.133376
4.09	-0.1374
4.091667	-0.13973
4.093333	-0.139796
4.095	-0.138204
4.096667	-0.135616
4.098333	-0.132103
4.1	-0.128074
4.101667	-0.124479
4.103333	-0.121987
4.105	-0.120928
4.106667	-0.121589
4.108333	-0.124046
4.11	-0.127742
4.111667	-0.131447
4.113333	-0.134144
4.115	-0.13575
4.116667	-0.13647
4.118333	-0.136189
4.12	-0.134882
4.121667	-0.132901
4.123333	-0.13077
4.125	-0.129136
4.126667	-0.128717
4.128333	-0.129739
4.13	-0.131485
4.131667	-0.132696
4.133333	-0.132272
4.135	-0.129711
4.136667	-0.12525
4.138333	-0.119492
4.14	-0.112752
4.141667	-0.105203
4.143333	-0.097616
4.145	-0.091538
4.146667	-0.088488
4.148333	-0.08861
4.15	-0.090687
4.151667	-0.093823
4.153333	-0.098031
4.155	-0.103133
4.156667	-0.108126
4.158333	-0.112039
4.16	-0.114825
4.161667	-0.116969
4.163333	-0.118682
4.165	-0.119703
4.166667	-0.11968
4.168333	-0.118535
4.17	-0.116433
4.171667	-0.113789
4.173333	-0.111396
4.175	-0.110276
4.176667	-0.110923
4.178333	-0.112731
4.18	-0.114608
4.181667	-0.115738
4.183333	-0.115562
4.185	-0.113963
4.186667	-0.111683
4.188333	-0.109915
4.19	-0.109406
4.191667	-0.110093
4.193333	-0.111384
4.195	-0.112587
4.196667	-0.113104
4.198333	-0.112621
4.2	-0.111429
4.201667	-0.11021
4.203333	-0.109353
4.205	-0.10882
4.206667	-0.108275
4.208333	-0.106838
4.21	-0.103664
4.211667	-0.099209
4.213333	-0.094946
4.215	-0.091998
4.216667	-0.09072
4.218333	-0.090824
4.22	-0.091362
4.221667	-0.091314
4.223333	-0.090581
4.225	-0.090274
4.226667	-0.091943
4.228333	-0.096335
4.23	-0.10241
4.231667	-0.107559
4.233333	-0.109656
4.235	-0.108846
4.236667	-0.106649
4.238333	-0.104018
4.24	-0.101092
4.241667	-0.098136
4.243333	-0.09598
4.245	-0.095468
4.246667	-0.096718
4.248333	-0.098905
4.25	-0.100436
4.251667	-0.099832
4.253333	-0.097106
4.255	-0.093574
4.256667	-0.090492
4.258333	-0.088686
